Code,Name,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
KGZ,吉尔吉斯斯坦,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369692689,1525112242,1605640974,1919012667,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066
KHM,柬埔寨,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3677897739,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754
KIR,基里巴斯,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132420059.3,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873
KNA,圣基茨和尼维斯,33364055.3,30095602.29,44496737.78,49433941.48,58840662.59,68459214.07,80890204.81,86021798.52,86875571.48,98603924.81,111008962.2,130684579.6,147748773.3,172692174.4,192517321.9,217258907.8,220539507.4,242135418.1,263754660.4,295157658.1,313483384.8,333946095.6,374640295.1,383257144.9,406597034.4,433520494.9,475443712.2,497328946.7,486344351,529250459.3,577730934.1,657227386.7,723938700.4,793368441,767066391.8,766785071.2,818728133,800392821.2,849496203.9,916857359.5,936314411.5,958973183.2
KOR,大韩民国,21704752066,29779338843,38265082645,51700619835,66567975207,64980820835,72425590649,77773431088,87024427973,96597434180,1.00E+11,1.16E+11,1.46E+11,1.97E+11,2.44E+11,2.79E+11,3.26E+11,3.50E+11,3.86E+11,4.56E+11,5.56E+11,5.98E+11,5.58E+11,3.74E+11,4.85E+11,5.62E+11,5.33E+11,6.09E+11,6.81E+11,7.65E+11,8.98E+11,1.01E+12,1.12E+12,1.00E+12,9.02E+11,1.09E+12,1.20E+12,1.22E+12,1.31E+12,1.41E+12,1.38E+12,1.41E+12
KWT,科威特,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.11E+11
LAC,拉丁美洲与加勒比海地区（不包括高收入）,3.12E+11,3.53E+11,3.84E+11,4.42E+11,5.24E+11,6.33E+11,7.41E+11,6.83E+11,5.73E+11,6.04E+11,6.17E+11,5.98E+11,6.33E+11,7.16E+11,8.44E+11,9.42E+11,1.15E+12,1.02E+12,1.21E+12,1.40E+12,1.50E+12,1.63E+12,1.79E+12,1.80E+12,1.59E+12,1.80E+12,1.76E+12,1.71E+12,1.71E+12,1.95E+12,2.38E+12,2.79E+12,3.30E+12,3.84E+12,3.60E+12,4.48E+12,5.05E+12,5.08E+12,5.20E+12,5.36E+12,4.39E+12,4.29E+12
LAO,老挝,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390391264,15805707154
LBN,黎巴嫩,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21145518600,21489962080,22048664306,24873482492,29227542760,35477299024,38419626605,40075674163,44047334184,46471385850,48524603055,49910270062,51483909755
LBR,利比里亚,,,,,,,,,,,,,,,,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000
LBY,利比亚,,,,,,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,27842131486,26221660076
LCA,圣卢西亚,,,92235119.81,107416568.6,130023807.7,154147520.3,177093396.4,192709386.2,207636236.7,228666822.5,253454943.3,302260088.6,334513063.3,382204576,433543603.2,515979396.8,546737185.2,600415259.3,610807444.4,637125444.4,680819925.9,704507111.1,720580740.7,783467703.7,823515296.3,833537296.3,798099555.6,804316259.3,882991000,953734555.6,1015605741,1133882148,1277201407,1282126185,1262872667,1382054667,1438006889,1436447074,1469795741,1516576963,1622436704,1635675296
LCN,拉丁美洲与加勒比海地区,3.92E+11,4.35E+11,4.78E+11,5.43E+11,6.47E+11,7.80E+11,8.99E+11,8.39E+11,7.39E+11,7.47E+11,7.69E+11,7.75E+11,8.18E+11,9.22E+11,1.01E+12,1.18E+12,1.45E+12,1.37E+12,1.58E+12,1.80E+12,1.92E+12,2.08E+12,2.28E+12,2.30E+12,2.07E+12,2.29E+12,2.24E+12,2.01E+12,2.05E+12,2.36E+12,2.86E+12,3.35E+12,3.95E+12,4.59E+12,4.31E+12,5.35E+12,6.08E+12,6.14E+12,6.30E+12,6.42E+12,5.52E+12,5.38E+12
LDC,最不发达国家：联合国分类,,,,,,1.15E+11,1.16E+11,1.16E+11,1.09E+11,1.08E+11,1.21E+11,1.32E+11,1.44E+11,1.49E+11,1.53E+11,1.59E+11,1.61E+11,1.46E+11,1.46E+11,1.35E+11,1.55E+11,1.70E+11,1.80E+11,1.84E+11,1.86E+11,2.11E+11,2.01E+11,2.18E+11,2.47E+11,2.84E+11,3.34E+11,3.91E+11,4.68E+11,5.81E+11,5.83E+11,6.68E+11,7.71E+11,8.24E+11,8.94E+11,9.71E+11,9.62E+11,9.64E+11
LIC,低收入国家,,,,,,,99630602141,1.04E+11,1.01E+11,94486228872,95864827154,1.02E+11,1.03E+11,1.09E+11,1.08E+11,1.18E+11,1.22E+11,1.11E+11,1.09E+11,90008000195,1.02E+11,1.16E+11,1.21E+11,1.26E+11,1.28E+11,1.49E+11,1.41E+11,1.49E+11,1.62E+11,1.86E+11,2.11E+11,2.36E+11,2.83E+11,3.43E+11,3.61E+11,3.94E+11,4.46E+11,4.83E+11,5.31E+11,5.69E+11,5.59E+11,5.42E+11
LIE,列支敦士登,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6214633651
LKA,斯里兰卡,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279814925,32350248411,40713812310,42066217872,56725749222,65292753006,68434409315,74317806538,79356449841,80604080689,81787420023
LMC,中低等收入国家,3.11E+11,3.36E+11,3.85E+11,4.32E+11,4.92E+11,6.11E+11,7.61E+11,7.56E+11,7.06E+11,6.84E+11,7.23E+11,7.46E+11,8.09E+11,8.42E+11,8.47E+11,9.10E+11,8.68E+11,9.04E+11,9.08E+11,9.94E+11,1.12E+12,1.22E+12,1.26E+12,1.14E+12,1.24E+12,1.30E+12,1.32E+12,1.42E+12,1.63E+12,1.87E+12,2.18E+12,2.61E+12,3.20E+12,3.60E+12,3.68E+12,4.51E+12,5.09E+12,5.34E+12,5.58E+12,5.87E+12,5.84E+12,6.07E+12
LMY,中低收入国家,1.25E+12,1.36E+12,1.53E+12,1.66E+12,1.98E+12,2.33E+12,2.64E+12,2.60E+12,2.49E+12,2.56E+12,2.69E+12,2.76E+12,2.83E+12,3.04E+12,3.20E+12,3.55E+12,3.74E+12,3.66E+12,3.89E+12,4.21E+12,4.74E+12,5.19E+12,5.49E+12,5.32E+12,5.20E+12,5.70E+12,5.78E+12,6.08E+12,6.84E+12,8.10E+12,9.66E+12,1.15E+13,1.43E+13,1.71E+13,1.67E+13,2.03E+13,2.39E+13,2.55E+13,2.71E+13,2.82E+13,2.66E+13,2.67E+13
LSO,莱索托,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1716262757,1758534998,1773199526,2361613522,2787951879,2678475775,2526009059,2614566294,2510312805,2323419619
LTE,後期人口紅利,7.22E+11,7.88E+11,9.14E+11,9.53E+11,1.14E+12,1.29E+12,1.37E+12,1.40E+12,1.29E+12,1.36E+12,1.46E+12,1.55E+12,1.63E+12,1.80E+12,1.91E+12,2.03E+12,2.24E+12,2.09E+12,2.17E+12,2.47E+12,3.02E+12,3.33E+12,3.48E+12,3.35E+12,3.10E+12,3.40E+12,3.52E+12,3.72E+12,4.25E+12,5.11E+12,6.16E+12,7.44E+12,9.37E+12,1.17E+13,1.13E+13,1.35E+13,1.65E+13,1.76E+13,1.90E+13,1.97E+13,1.85E+13,1.85E+13
LTU,立陶宛,,,,,,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37120517694,43476873413,42848195256,46417340375,48516371721,41516701871,42973365745
LUX,卢森堡,3233431611,3544268025,3922895892,4884869092,5711457760,6232005656,5231808670,4764549532,4683697830,4594891581,4738559685,6921264132,8614215559,9750161053,10391504709,13229247948,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66103853237,57204400105,58961235412
LVA,拉脱维亚,,,,,,,,,,,,,,,,,,,,,5788368511,5970044666,6525676264,7174985107,7533187605,7937758980,8350252966,9546441564,11748433157,14373269156,16922504045,21447021570,30901399261,35596016664,26169854045,23757368290,28223552825,28119996053,30254677297,31335013752,26972863394,27695474684
MAC,中国澳门特别行政区,,,,,,,,1130457130,1121486563,1292281654,1348827324,1517496131,1941246972,2269233639,2683254708,3220920085,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45310877913
MAF,圣马丁（法属）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,摩洛哥,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11
MCO,摩纳哥,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497539,2737067002,2574440023,2720297793,3130270895,3137848801,2840182221,2934578821,2906009308,2647883816,2671401061,2905973043,3588988574,4110348476,4202979655,4582988333,5867916781,6476490406,5451653237,5362649007,6080344732,5743029680,6553372278,7060236168,6258178995,6468252212
MDA,摩尔多瓦,,,,,,,,,,,,,,,,,,,,,1752979926,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985387152,7983241044,6512885830,6795731286
MDG,马达加斯加,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,10001193315
MDV,马尔代夫,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4109424801,4414055725
MEA,中东与北非地区,1.56E+11,1.94E+11,2.24E+11,2.38E+11,3.12E+11,4.02E+11,4.15E+11,4.16E+11,4.23E+11,4.29E+11,4.36E+11,4.47E+11,4.11E+11,4.08E+11,4.21E+11,5.51E+11,5.55E+11,6.04E+11,6.08E+11,6.34E+11,7.09E+11,8.02E+11,8.33E+11,8.09E+11,8.67E+11,9.67E+11,9.71E+11,9.67E+11,1.09E+12,1.27E+12,1.53E+12,1.79E+12,2.12E+12,2.65E+12,2.37E+12,2.77E+12,3.28E+12,3.58E+12,3.55E+12,3.57E+12,3.15E+12,3.16E+12
MEX,墨西哥,88000000000,89025974026,81814159292,1.03E+11,1.35E+11,2.05E+11,2.64E+11,1.85E+11,1.56E+11,1.84E+11,1.95E+11,1.35E+11,1.48E+11,1.82E+11,2.21E+11,2.61E+11,3.13E+11,3.63E+11,5.01E+11,5.28E+11,3.60E+11,4.11E+11,5.00E+11,5.27E+11,6.00E+11,7.08E+11,7.57E+11,7.72E+11,7.29E+11,7.82E+11,8.77E+11,9.75E+11,1.05E+12,1.11E+12,9.00E+11,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12
MHL,马绍尔群岛,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131334600,137928600,143930000,150776500,152788700,152617500,164969100,173260300,185210500,190800800,183121300,179697900,194497900
MIC,中等收入国家,1.19E+12,1.30E+12,1.46E+12,1.59E+12,1.89E+12,2.23E+12,2.54E+12,2.50E+12,2.39E+12,2.47E+12,2.60E+12,2.66E+12,2.74E+12,2.94E+12,3.09E+12,3.44E+12,3.62E+12,3.55E+12,3.79E+12,4.12E+12,4.64E+12,5.08E+12,5.37E+12,5.19E+12,5.07E+12,5.55E+12,5.65E+12,5.94E+12,6.68E+12,7.92E+12,9.45E+12,1.13E+13,1.40E+13,1.68E+13,1.64E+13,1.99E+13,2.35E+13,2.51E+13,2.66E+13,2.76E+13,2.61E+13,2.62E+13
MKD,北马其顿,,,,,,,,,,,,,,,,4699646643,4938775510,2436849342,2682456897,3556581986,4680078740,4651453634,3928975904,3756208791,3863743409,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861
MLI,马里,830710615.2,939227993.7,1049838493,1222702356,1595423286,1759690812,1538972158,1333754034,1297765449,1232932008,1392195933,1852163475,2090629723,2169040742,2181821902,2681912030,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14345828992,13099495530,14010787738
MLT,马耳他,474620439.6,527936988.8,625573345.5,793675169.9,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8741059603,9505636642,9205742002,10146688739,11216758082,10554669618,11274020601
MMR,缅甸,,,,,,,,,,,,,,,,,,,,,,,,,,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446199788,59687410897,63256184700
MNA,中东与北非地区（不包括高收入）,,,,,,,,,,,,,,,,,,,2.92E+11,2.99E+11,3.41E+11,3.95E+11,4.06E+11,4.12E+11,4.36E+11,4.52E+11,4.67E+11,4.54E+11,5.12E+11,5.93E+11,6.99E+11,8.12E+11,1.00E+12,1.24E+12,1.20E+12,1.38E+12,1.57E+12,1.73E+12,1.62E+12,1.60E+12,1.44E+12,1.46E+12
MNE,黑山,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721904403,3680710375,4545674528,4159330370,4139192053,4538198499,4087724528,4464261816,4587926231,4052913386,4374130531
MNG,蒙古,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674
MNP,北马里亚纳群岛,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000
MOZ,莫桑比克,,,,,,3526287037,3537099150,3612171958,3236430348,3376172170,4456240741,5247193069,2354117303,2093571674,2314159887,2512079324,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698204,10154238250,13131168012,14534278440,16018848994,16961117243,14798413628,10981358031
MRT,毛里塔尼亚,475916514.7,524407931.9,540635389.6,544424605.1,644070364.9,709041452.2,747994681.9,750214410.7,788371855.9,726937320.8,683193885,802890746.9,909820553.4,957377507.5,981529400.5,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184445123,3040716679,3356757064,4031048268,3662282133,4337791007,5166341003,5231255478,5724227185,5391475277,4844223107,4739298730
MUS,毛里求斯,,706991274.4,827094668,1019630847,1216229419,1136543003,1147192917,1082939379,1094857358,1044928625,1080642033,1469046115,1888754655,2143484488,2191096860,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4291172816,4582555125,4536538211,4767303154,5609831328,6385695187,6283803256,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656
MWI,马拉维,613220652.9,670317634.2,806290840.6,949034016.8,1058269066,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160
MYS,马来西亚,9298800799,11050125905,13139397879,16358376511,21213672089,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49142784405,59167157498,66894448545,74477975918,88704944179,1.01E+11,1.00E+11,72167753771,79148947368,93789736842,92783947368,1.01E+11,1.10E+11,1.25E+11,1.44E+11,1.63E+11,1.94E+11,2.31E+11,2.02E+11,2.55E+11,2.98E+11,3.14E+11,3.23E+11,3.38E+11,2.97E+11,2.97E+11
NAC,北美,1.86E+12,2.08E+12,2.30E+12,2.58E+12,2.88E+12,3.14E+12,3.52E+12,3.66E+12,3.98E+12,4.40E+12,4.71E+12,4.97E+12,5.30E+12,5.76E+12,6.22E+12,6.58E+12,6.79E+12,7.13E+12,7.46E+12,7.89E+12,8.27E+12,8.73E+12,9.26E+12,9.72E+12,1.03E+13,1.10E+13,1.14E+13,1.17E+13,1.24E+13,1.33E+13,1.43E+13,1.52E+13,1.59E+13,1.63E+13,1.58E+13,1.66E+13,1.73E+13,1.80E+13,1.86E+13,1.93E+13,1.98E+13,2.02E+13
NAM,纳米比亚,,,,,,2422096075,2246757386,2116069374,2293990996,1947967886,1605911706,1806223061,2296378835,2491412336,2531519951,2785764518,2992650472,3424733535,3218475904,3636646003,3942478195,3945340781,4102648721,3826527638,3818954449,3833993707,3476452443,3275669892,4811994026,6480441755,7121391945,7835043624,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790505,12786078008,11650656642,11281259987
NCL,新喀里多尼亚,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,,
NER,尼日尔,1048690933,1064517575,1291457973,1774365275,2109278102,2508524186,2170893039,2017611927,1803099732,1461243212,1440581534,1904097020,2233005823,2280356338,2179567108,2480673195,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5379299888,5373097441,5718664505,6409184724,6942258305,7667952566,8229731384,7217667781,7528285444
NGA,尼日利亚,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,1.64E+11,1.43E+11,97094911791,73484359521,73745821156,54805852581,52676041931,49648470440,44003061108,54035795388,49118433048,47794925816,27752204320,33833042988,44062465800,51075815092,54457835194,54604050168,59372613486,69448756933,74030364472,95385819321,1.05E+11,1.36E+11,1.76E+11,2.36E+11,2.76E+11,3.37E+11,2.92E+11,3.63E+11,4.10E+11,4.59E+11,5.15E+11,5.68E+11,4.95E+11,4.05E+11
NIC,尼加拉瓜,1590428523,1847871372,2239857061,2142128604,1527852636,2189347368,2448290110,2465165180,2743341724,3105517091,2683816289,2885710609,3851213728,2630904262,1013184746,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12611087031,13184989878
NLD,荷兰,98970041042,1.08E+11,1.25E+11,1.54E+11,1.77E+11,1.93E+11,1.62E+11,1.56E+11,1.51E+11,1.42E+11,1.42E+11,1.98E+11,2.42E+11,2.59E+11,2.55E+11,3.14E+11,3.23E+11,3.58E+11,3.49E+11,3.74E+11,4.47E+11,4.46E+11,4.12E+11,4.32E+11,4.42E+11,4.13E+11,4.27E+11,4.65E+11,5.72E+11,6.51E+11,6.79E+11,7.27E+11,8.39E+11,9.36E+11,8.58E+11,8.47E+11,9.04E+11,8.39E+11,8.77E+11,8.91E+11,7.65E+11,7.84E+11
NOR,挪威,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.02E+11,1.03E+11,1.20E+11,1.22E+11,1.31E+11,1.21E+11,1.27E+11,1.52E+11,1.64E+11,1.61E+11,1.54E+11,1.62E+11,1.71E+11,1.74E+11,1.95E+11,2.29E+11,2.64E+11,3.09E+11,3.45E+11,4.01E+11,4.63E+11,3.87E+11,4.29E+11,4.99E+11,5.10E+11,5.24E+11,4.99E+11,3.87E+11,3.71E+11
NPL,尼泊尔,1575789254,1452792989,1382400000,1604162497,1851250008,1945916583,2275583317,2395429852,2447174803,2581207388,2619913956,2850784523,2957255380,3487009748,3525228153,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055043,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408
NRU,瑙魯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20432742.11,39333572.32,44290951.93,49248810.57,72751801.05,103811958.8,108601538.5,117020381.9,100459782.6,102060129.6
NZL,新西兰,12995256381,13612626656,15470524341,18614130435,20580987679,23149971048,24167846141,24345229425,24482781283,21903971793,24950895141,30604668357,40338594862,45493075684,44170562822,45519034244,42756020707,41636005955,46712018141,55154160816,63918039320,70140835299,66074513018,56227696195,58762260626,52622842840,53872425917,66627729311,88250885550,1.04E+11,1.15E+11,1.12E+11,1.37E+11,1.33E+11,1.21E+11,1.47E+11,1.68E+11,1.76E+11,1.91E+11,2.01E+11,1.78E+11,1.89E+11
OED,经合组织成员,4.66E+12,5.06E+12,5.70E+12,6.84E+12,7.91E+12,8.78E+12,8.94E+12,8.81E+12,9.10E+12,9.52E+12,1.00E+13,1.22E+13,1.41E+13,1.59E+13,1.66E+13,1.87E+13,1.98E+13,2.13E+13,2.16E+13,2.31E+13,2.54E+13,2.57E+13,2.53E+13,2.55E+13,2.68E+13,2.74E+13,2.72E+13,2.83E+13,3.17E+13,3.53E+13,3.73E+13,3.94E+13,4.30E+13,4.56E+13,4.26E+13,4.47E+13,4.80E+13,4.80E+13,4.86E+13,4.96E+13,4.69E+13,4.78E+13
OMN,阿曼,2096699189,2560220035,2741169948,2740301390,3733352635,5981760278,7259120151,7554719456,7932541691,8821366532,10005500579,7323822251,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58642392718,67937581274,76689206762,78784395319,81076723017,68921456437,65941482445
OSS,其他小国,13426996457,16693467174,18791640709,20730947159,26927118120,37398575640,37592555270,35559466080,33597596035,33838210265,32155630441,32547222541,38613926057,43384702550,45437716333,54371459809,55980364199,61072484437,58135247602,60821492007,69824485482,73718863329,76781675310,75216834983,80942411093,91543040987,91049676400,98176522511,1.22E+11,1.51E+11,1.84E+11,2.17E+11,2.66E+11,3.26E+11,2.79E+11,3.25E+11,4.01E+11,4.19E+11,4.37E+11,4.49E+11,3.71E+11,3.66E+11
